# LAMMPS data file written by OVITO Basic 3.10.6

1296 atoms
2 atom types

-11.73425815 11.73425815 xlo xhi
-11.03035895 11.03035895 ylo yhi
-13.55477775 13.55477775 zlo zhi

Masses

1 1.00794  # H
2 15.9994  # O

Atoms  # full

1 1 2 0.0 5.20574185 -9.27035895 7.93522225
2 1 1 0.0 5.23574185 -8.32035895 7.89522225
3 1 1 0.0 5.66574185 -9.56035895 7.14522225
4 1 2 0.0 9.18574185 -6.56035895 5.57522225
5 1 1 0.0 8.29574185 -6.21035895 5.61522225
6 1 1 0.0 9.60574185 -6.22035895 6.36522225
7 1 2 0.0 10.49574185 -5.64035895 7.82522225
8 1 1 0.0 10.03574185 -5.93035895 8.61522225
9 1 1 0.0 10.46574185 -4.69035895 7.85522225
10 1 2 0.0 9.13574185 -6.46035895 10.08522225
11 1 1 0.0 9.59574185 -6.19035895 10.87522225
12 1 1 0.0 9.14574185 -7.42035895 10.12522225
13 1 2 0.0 6.55574185 -10.12035895 10.19522225
14 1 1 0.0 6.54574185 -11.07035895 10.14522225
15 1 1 0.0 6.09574185 -9.84035895 9.39522225
16 1 2 0.0 6.51574185 -5.60035895 10.12522225
17 1 1 0.0 6.55574185 -4.64035895 10.13522225
18 1 1 0.0 7.43574185 -5.87035895 10.12522225
19 1 2 0.0 9.10574185 -9.32035895 5.58522225
20 1 1 0.0 9.56574185 -9.60035895 6.38522225
21 1 1 0.0 9.13574185 -8.36035895 5.62522225
22 1 2 0.0 9.16574185 -9.22035895 10.09522225
23 1 1 0.0 8.26574185 -9.55035895 10.13522225
24 1 1 0.0 9.57574185 -9.56035895 10.88522225
25 1 2 0.0 5.20574185 -6.49035895 12.38522225
26 1 1 0.0 5.69574185 -6.17035895 13.13522225
27 1 1 0.0 5.69574185 -6.16035895 11.62522225
28 1 2 0.0 5.20574185 -6.51035895 7.87522225
29 1 1 0.0 5.68574185 -6.18035895 8.63522225
30 1 1 0.0 5.68574185 -6.18035895 7.11522225
31 1 2 0.0 6.59574185 -5.62035895 5.66522225
32 1 1 0.0 6.56574185 -4.66035895 5.64522225
33 1 1 0.0 6.13574185 -5.89035895 4.86522225
34 1 2 0.0 6.49574185 -10.21035895 5.68522225
35 1 1 0.0 6.08574185 -9.87035895 4.89522225
36 1 1 0.0 7.39574185 -9.88035895 5.65522225
37 1 2 0.0 10.40574185 -10.24035895 7.84522225
38 1 1 0.0 11.29574185 -9.89035895 7.87522225
39 1 1 0.0 9.98574185 -9.90035895 8.63522225
40 1 2 0.0 10.45574185 -10.15035895 12.34522225
41 1 1 0.0 9.99574185 -9.88035895 13.14522225
42 1 1 0.0 10.44574185 -11.10035895 12.38522225
43 1 2 0.0 10.41574185 -5.63035895 12.37522225
44 1 1 0.0 10.44574185 -4.67035895 12.38522225
45 1 1 0.0 11.33574185 -5.89035895 12.37522225
46 1 2 0.0 5.20574185 -9.25035895 12.43522225
47 1 1 0.0 5.66574185 -9.54035895 11.64522225
48 1 1 0.0 5.23574185 -8.30035895 12.39522225
49 1 2 0.0 -10.38425815 -1.84035895 -10.14477775
50 1 1 0.0 -11.27425815 -2.19035895 -10.16477775
51 1 1 0.0 -9.96425815 -2.19035895 -10.93477775
52 1 2 0.0 -6.45425815 0.79964105 -12.49477775
53 1 1 0.0 -6.03425815 1.12964105 -11.70477775
54 1 1 0.0 -7.35425815 1.13964105 -12.46477775
55 1 2 0.0 -5.14425815 1.70964105 -10.24477775
56 1 1 0.0 -5.60425815 1.42964105 -9.45477775
57 1 1 0.0 -5.17425815 2.66964105 -10.21477775
58 1 2 0.0 -6.43425815 0.88964105 -7.94477775
59 1 1 0.0 -7.34425815 1.17964105 -7.94477775
60 1 1 0.0 -6.48425815 -0.07035895 -7.94477775
61 1 2 0.0 -9.14425815 -2.84035895 -7.88477775
62 1 1 0.0 -8.24425815 -2.51035895 -7.92477775
63 1 1 0.0 -9.56425815 -2.50035895 -8.67477775
64 1 2 0.0 -9.02425815 1.82964105 -7.94477775
65 1 1 0.0 -9.50425815 1.49964105 -7.19477775
66 1 1 0.0 -9.50425815 1.48964105 -8.70477775
67 1 2 0.0 -6.53425815 -1.96035895 -12.39477775
68 1 1 0.0 -6.08425815 -2.24035895 -13.18477775
69 1 1 0.0 -6.51425815 -1.01035895 -12.42477775
70 1 2 0.0 -6.56425815 -1.87035895 -7.93477775
71 1 1 0.0 -6.08425815 -2.22035895 -8.68477775
72 1 1 0.0 -6.08425815 -2.21035895 -7.17477775
73 1 2 0.0 -10.41425815 0.92964105 -5.73477775
74 1 1 0.0 -9.95425815 1.20964105 -4.94477775
75 1 1 0.0 -10.40425815 -0.02035895 -5.70477775
76 1 2 0.0 -10.33425815 0.91964105 -10.19477775
77 1 1 0.0 -11.24425815 1.18964105 -10.19477775
78 1 1 0.0 -10.36425815 -0.04035895 -10.19477775
79 1 2 0.0 -9.04425815 1.73964105 -12.49477775
80 1 1 0.0 -9.08425815 2.68964105 -12.46477775
81 1 1 0.0 -9.50425815 1.45964105 -11.70477775
82 1 2 0.0 -9.17425815 -2.78035895 -12.43477775
83 1 1 0.0 -8.25425815 -2.50035895 -12.43477775
84 1 1 0.0 -9.12425815 -3.74035895 -12.44477775
85 1 2 0.0 -5.19425815 -2.81035895 -10.13477775
86 1 1 0.0 -5.64425815 -2.53035895 -10.93477775
87 1 1 0.0 -5.19425815 -3.77035895 -10.17477775
88 1 2 0.0 -5.27425815 -2.79035895 -5.67477775
89 1 1 0.0 -5.21425815 -3.75035895 -5.68477775
90 1 1 0.0 -4.36425815 -2.50035895 -5.67477775
91 1 2 0.0 -5.12425815 1.79964105 -5.69477775
92 1 1 0.0 -5.59425815 1.46964105 -4.93477775
93 1 1 0.0 -5.60425815 1.46964105 -6.45477775
94 1 2 0.0 -10.38425815 -1.82035895 -5.63477775
95 1 1 0.0 -11.27425815 -2.17035895 -5.66477775
96 1 1 0.0 -9.96425815 -2.17035895 -6.42477775
97 1 2 0.0 5.26574185 5.50964105 7.84522225
98 1 1 0.0 4.36574185 5.15964105 7.87522225
99 1 1 0.0 5.67574185 5.16964105 8.63522225
100 1 2 0.0 9.21574185 8.21964105 5.62522225
101 1 1 0.0 8.30574185 8.50964105 5.62522225
102 1 1 0.0 9.16574185 7.26964105 5.62522225
103 1 2 0.0 10.49574185 9.05964105 7.91522225
104 1 1 0.0 10.46574185 10.01964105 7.89522225
105 1 1 0.0 10.03574185 8.77964105 7.12522225
106 1 2 0.0 9.18574185 8.16964105 10.17522225
107 1 1 0.0 8.29574185 8.50964105 10.13522225
108 1 1 0.0 9.60574185 8.49964105 9.38522225
109 1 2 0.0 6.47574185 4.58964105 10.14522225
110 1 1 0.0 7.38574185 4.86964105 10.14522225
111 1 1 0.0 6.51574185 3.62964105 10.13522225
112 1 2 0.0 6.62574185 9.17964105 10.12522225
113 1 1 0.0 6.14574185 8.84964105 10.88522225
114 1 1 0.0 6.14574185 8.84964105 9.36522225
115 1 2 0.0 9.08574185 5.46964105 5.63522225
116 1 1 0.0 9.56574185 5.11964105 6.38522225
117 1 1 0.0 9.55574185 5.12964105 4.87522225
118 1 2 0.0 9.10574185 5.40964105 10.18522225
119 1 1 0.0 9.13574185 6.35964105 10.14522225
120 1 1 0.0 9.56574185 5.11964105 9.39522225
121 1 2 0.0 5.28574185 8.20964105 12.33522225
122 1 1 0.0 5.69574185 8.53964105 13.13522225
123 1 1 0.0 4.38574185 8.53964105 12.37522225
124 1 2 0.0 5.23574185 8.26964105 7.92522225
125 1 1 0.0 5.24574185 7.30964105 7.89522225
126 1 1 0.0 5.69574185 8.53964105 7.12522225
127 1 2 0.0 6.59574185 9.08964105 5.66522225
128 1 1 0.0 6.56574185 10.04964105 5.64522225
